itemDescription,averageCost
OOA Ligo Sardines TS EOC 155g,12.590000
OOA Hunt's Pork & Beans 100g,10.000000
Argentina Meat Loaf 170g,17.602785
OOA CDO Chinese Style Luncheon Meat 150g,22.280000
INDCDO Meat Loaf 100g,10.757062
CDO Vienna Sausage 70g,17.634050
INDHighlands CornedBeef 100g,26.374669
INDHighlands CornedBeef 150g,39.730414
OOA PF Meat Loaf Star 150g,14.196400
CDO Nata de Coco Red 340g,42.276041
OOA PF Chicken Luncheon Meat 165g,29.460000
PF Chinese Luncheon Meat 165g,27.189251
OOA PF Chunkee Corned Beef 190g,43.172380
PF Luncheon Meat 215g x 48,68.758692
OOA PF Meaty Sms Sweet w/ MB&TJ 250g pch,26.403100
OOA PF Sexy Chix Guiltless Broth 180g,41.675909
PF Sizzling Sisig Delights 150g,34.866000
INDSanMarino ChiliCrndTuna100g,19.598200
INDSanMarino CornedTuna 100g,19.598200
San Marino Tuna Flakes in Oil 150g,28.530681
San Marino Tuna Flakes Oil H&S 150g,28.536762
OOA Century Tuna Mayo Spread 85g,20.561400
OOA Valley Farm Regular 220g,40.133900
OOA DM Fiesta 1.5g,46.430000
IND PF Beef Loaf 150g,16.202222
OOA PF Star Carne Norte 150g,20.090000
Bear Brand Buy1 Free3pc Tibay Bag 320g,94.170000
OOA Nido Forti Choco 150g,68.260000
OOA Nido Forti Grow 160g,49.110000
OOA Nestogen Classic 135g,39.535700
OOA Nestogen LR One 135g,55.973200
OOA Nestogen LR Two 135g,59.375000
OOA Nestogen LR Three 135g,59.375000
OOA Nido Junior 160g,80.937500
OOA Bear Brand Junior 180g,75.098200
OOA Cerelac Rice and Soya 20g,8.044600
OOA Cerelac Brown Rice & Soya 20g,8.044600
OOA Cerelac Rice and Soya 120g,48.616100
OOA Cerelac Brown Rice & Soya 120g,49.053600
OOA Cerelac Wheat Banana & Milk 120g,49.053600
OOA Cerelac Mixed Fruits & Soya 120g,47.480305
OOA Cerelac Mixed Veg & Soya 120g,49.053600
Bear Brand Adult Plus 33g,12.857100
OOA Alaska Condensed Milk 300mL,45.540000
OOA Alaska Crema All Purpose Cream 250mL,36.610000
OOA Alaska Evaporada 370mL,21.700000
OOA Alaska Evaporated Milk 154mL,17.540000
IND Bear Brand Milk w/Iron 150g,44.642900
Bear Brand Powdered Milk 80g,24.640000
Nestle All Purpose Cream 250ml,49.232100
OOA Milk Magic FullCream 250mL,18.300000
Bear Brand With Iron 33g,9.741137
OOA Bear Brand Adult Plus 180g,70.928000
Buy 1 LC Sanwich Spread Ham Get FKeeper,164.870000
Buy 1 LC Sandwich Sprd Ham, FREE FKeeper,164.870000
OOA Mag Cheezee Spread Cheddar 15g,4.330000
OOA Mag Cheezee Spread Pimento 15g,4.440000
Lady's Choice Peanut Butter 170g,56.250000
Lady's Choice Mayonnaise 15mL,6.694905
OOA Lipton MT Original STP WH3 (5x15g),33.637500
Nescafe Classic Buy2 Free CoffeeMug 100g,132.048400
OOA Skippy Creamy Peanut Butter 462g,168.750000
OOA Planters Creamy Peanut Butter 462g,154.780000
OOA Nescafe Blue Label 65g,142.500000
OOA Nescafe Excella Original 80g,142.500000
OOA Nescafe Gold Blend 65g,142.500000
OOA Nescafe Gold Blend Original 65g,142.500000
OOA Nescafe Gold Blend Aroma 65g,142.500000
Nestle Koko Krunch 20g,8.399600
Nestle Koko Krunch 15g,4.143600
IND Nescafe Cocomocha 30g,5.263400
IND Nescafe Berrymocha 30g,5.027449
OOA Skippy Natural Chunky 15oz,168.750000
OOA Skippy Natural Creamy 15oz,168.750000
OOA Nescafe Blend&Brew Original 20g,4.489933
OOA Nescafe Blend Brew Silkyroast 21g,4.489744
OOA Nescafe Blend&Brew Espresso 20g,4.687500
Nescafe Creamy White 28g,5.178351
Lady's Choice Chicken Spread 15mL,6.695665
Milo Activ-Go High-Malt 220g,46.630000
OOA Nescafe Classic 100g,68.570000
OOA Coffeemate 170g,31.100000
Nestle Milo Whole Grain 170g,75.450000
OOA Nestle Koko Krunch Whole Grain 170g,75.450000
OOA Goya Choco Caramel Syrup 350mL,110.267900
Energen Vanilla 40g,5.976254
IND Quaker Instant Oatmeal Chocolate 600,84.820000
OOA Quaker Instant Oatmeal Banana and Honey 600g,84.820000
OOA Clara Ole Pancake Syrup 355mL,81.920000
TheCoffeeBeanReadyCoffeePremiumBlend23g,16.910933
The Coffee Bean Ready Coffee Hazelnut 23g,18.252822
OOA Lady's Choice Sandwich Spread Roastbeef 80mL,24.375000
Kopiko L.A. Coffee 25g,5.329656
Kopiko Double Cups 36g,6.901106
OOA Nescafe Blend & Brew Brown 23.5g,4.730000
Jimms Coffee 7 in 1  21g,11.207770
OOA Jimms Coffee 5 in 1  21g,7.140000
OOA Jimms Café Clara El Maca 30g,10.860000
IND Nestea Milk Tea Wintermelon 12g,10.052115
OOA Nestea Milk Tea Hokkaido-Style 12g,9.880000
Swiss Miss Marshmallow 28g,10.152000
Swiss Miss Milk Chocolate 26g,10.152336
Swiss Miss Dark Chocolate 31g,10.152858
OOA Energen Sweet Corn 25g,4.880000
OOA Krem-Top coffee creamer 80g,12.901800
OOA Gardenia Delicia Hazelnut Chocolate Spread 200g,81.964000
OOA Gardenia Delicia Milky Chocolate Spread 200g,80.357000
Quaker Fruit & Nuts  35g,12.723200
Quaker Banana Bites  35g,12.723200
Quaker Tropical Fruits 35g,12.723200
OOA Kraft Cheez Whiz Regular Sup 220g,63.169600
TCB TeaLeaf Chamomile 2g,12.313000
TCB TeaLeaf Mint 2g,12.313000
TCB TeaLeaf English 2g,11.696000
TCB TeaLeaf EarlGrey 2g,11.696000
Oishi Hi-Coffee Original 3 in 1 Coffee Mix 20g,3.419600
Oishi Hi-Coffee + Choco Coffee Mix 22g,4.553600
Oishi Hi-Coffee Vanilla Caramel Coffee Mix 22g,4.553600
Oishi Hi-Coffee Double Creamy Coffee Mix 22g,4.553600
Goya Spread Choco Hazelnut 400g,117.686351
Goya Spread Double Hazelnut Spread 350g,128.470970
Great Taste DbleWhite 40g KVI,6.562500
Optimo Premium Coffee Mix 19g,12.934918
Swiss Miss Chocolate Hazelnut 26g,10.163147
OOA Café Puro 3in1 25g,4.967132
OOA Café Puro Coffee Break 4in1 17g,8.130000
Nescafe Blend&Brew Orig 28g KVI,5.223239
PF Liver Spread, 85G,23.393000
SM Coffee 3in1 Orig Strip 20g,4.554000
SM Coffee Essenso 25g,10.839000
SM Coffee 3in1 SF  7g,4.829916
Great Taste White Crema 30g,5.000000
Great Taste White Caramel 30G,5.000000
Fairy Cone cup,27.366000
Fairy Sugar cone,37.054000
Jimms 3 plus 1 Coffee with Ginseng 20g,5.804000
Culture Blends  3 in 1 Latte 20g,8.304000
Culture Blends Delight Choco Mocha 27g,8.304000
Culture Blends Creamy White Coffee 30g,8.304000
**UCC 3IN1CffeeReg 20g,7.404000
**UCC 3IN1CffeeStrong 20g,7.404000
Quaker Cups Chocolate 30g,21.430001
Quaker Cups Beef & Carrot 30g,21.430000
The Coffee Bean Ready Coffee Mocha 23g,18.259000
Milo NutriUp 24g,8.892900
Nescafe Gold Cappuccino 20.5g,14.500000
Nescafe Gold White Espresso 25g,14.500000
Nescafe Gold Latte Macchiato 20g,14.500000
Great Taste Brown Barako 30g,5.401800
Milo Active Go 24g,6.241100
Natural Dates 250g,122.767900
Natural Dates 125g,61.383900
OOA Alaska Krem Top 180g,29.090000
OOA Alfonso's Chocolate Champorado 55g,20.220000
INDArgentina Liver Spread 85g,16.339000
IND Bear Brand Choco 300g,84.095080
Bear Brand Busog Lusog Cereal Choco 28g,5.400379
Bear Brand Busog Lusog Cereal Orig 28g,5.402002
OOA BioFit Tea Herbal Dietary Tea,25.892900
OOA Blend 45 3in1 Coffee Mix 20g,3.598200
Nestle Coffeemate 80g,15.313000
IND Cream Pure Cornstarch 200g,17.500000
OOA Eight O'Clock Mango 35g,7.839500
OOA Eight O'Clock Orange 35g,7.839500
OOA Eight O'Clock Strawberry 35g,7.839500
Energen Chocolate 40g,5.978029
OOA Energen Go Fruit  Real Banana 33g,6.140000
OOA Energen Go Fruit Real Sweet Corn 33g,6.140000
OOA Energen Go Fruit Strawberry 33g,6.142100
OOA Good Day Cappuccino 25g,7.142900
Great Taste White 3in1 30g,5.000004
OOA Great Taste White 3in1 SugarFree 17g,5.180000
Kopiko Black 3in1 25g,5.979806
Kopiko Brown Coffee 25g KVI,5.981998
Kopiko Brown Coffee 25g,4.890000
Kopiko Blanca Coffee 25g KVI,5.981990
Kopiko Cappucino Coffee 25g,5.981924
OOA Kraft Cheez Whiz Pimiento 220g,67.810000
OOA Kraft Cheez Whiz Plain 220g,65.130000
OOA Lady's Choice Peanut Butter 340mL,102.857100
OOA Laura's Oat 25 Strawberry 25g,18.750000
OOA Laura's Oat 25 Ten Grains 50g,18.750000
Magnolia Cheezy 200g,38.334576
OOA Magnolia Cheezy Spread Pimiento 120g,41.875000
OOA Magnolia Pancake and Waffle Mix 400g,45.310000
OOA Maya Hotcake Mix FlufyTasty 350g,41.560000
IND Nesfruta Dalandan 25g,7.850000
Nesfruta Mango 25g,7.990000
Nestea Iced Tea Honey Blend 25g,14.782097
IND Milo Activ-Go High-Malt 220g,54.614827
INDMilo ActivGoHighMalt 88g,23.682682
Nescafe Classic 25g,17.261980
Nescafe Classic 2g,1.696335
INDNescafe Classic 50g,33.460620
INDNescafe Decaf 40g,37.415470
OOA Nescafe Original 3in1 20g,5.544600
IND Nescafe Blend and Brew Brown 28.5g,5.030000
Nescafe Choco Latte 3in1 22.5g,5.102700
Nescafe Creamy Latte3in1 27.5g,5.026992
Nestea Lemon Blend 25g,14.833017
IND Oishi Choco Flakes Cereals 180g,41.758900
IND Oishi Corn Flakes Cereals 180g,41.758900
OOA Ovaltine All in One 20g,3.571400
OOA Ovaltine All in One 260g,44.910000
OOA Ovaltine Premium 25g,7.500000
Quaker Instant Oats Chocolate 33g,8.482100
Quaker Oats Orig  w/Milk 40g,11.071400
OOA Queen All Purpose Flour 200g,21.294600
IND San Miguel Super Coffee Original 7g,4.450000
OOA Tang Apple 25g,14.464300
OOA Tang Mango 25g,14.464300
OOA Tang Orange 25g,14.464300
OOA Tang Pineapple 25g,7.812500
OOA White King Hotcake Mix 200g,24.464300
OOA Tang Orange Pineapple 225g,49.110000
OOA Tang Strawberry 225g,49.110000
OOA Tang Orange 225g,49.110000
OOA Tang Pineapple 225g,49.110000
OOA Tang Ponkan 225g,49.110000
OOA Eight O'Clock Pineapple 175g,74.776800
OOA Eight O'Clock Mango 175g,74.776800
OOA Eight O'Clock Orange Mango 175g,74.776800
OOA Eight O'Clock Ponkan 175g,74.776800
OOA Ram Bread Crumbs 100g,11.030000
OOA Lipton Clear Green 20g,66.610000
OOA Lipton Yellow Label Tea 25 bags,73.697500
OOA Tang Sweet Orange 25g,14.464300
Nestle Coffeemate 5g,1.470180
Mag Cheezee Squeeze Pimiento 235g,60.804000
OOA Mag Pancake & Waffle Mix 180g,22.010000
OOA Lipton Iced Powder Lemon 25g,7.680000
Lady's Choice Sandwich Spread 15mL,6.689918
Lady's Choice Sandwich Spread 80mL,26.659739
Lady's Choice Bacon Spread 15mL,5.825900
Lady's Choice Chicken Spread 80mL,27.138379
Lady's Choice Chicken Spread 220mL,82.289329
Lady's Choice Ham Spread 220mL,82.343649
Lady's Choice Ham Spread 15mL,6.695531
Lady's Choice Ham Spread 80mL,27.128589
Lady's Choice Tuna Spread 15mL,5.825900
INDMilo Choco Malt 22g,5.961088
Nestle Milo R2 24g,7.630000
OOA Tang Grape 25g,14.464300
OOA Mag Cheezee Squeeze Plain 120g,30.360000
IND Quaker Oatmeal FIO Chocolate 200g,37.952695
Quaker FIO Chocolate w/ Milk 40g,11.071400
IND Quaker Oatmeal FIO Milk 200g,40.360000
Quaker Instant Oats 33g,8.490809
IND Quaker Instant Oats 200g,25.890000
OOA All Purpose Flour 400g,33.520000
OOA Maya Hotcake Mix 200g,23.390000
IND Choco Flakes 22g,4.210000
IND Choco Flakes 90g,15.740000
IND Oishi Fruity Loops 22g,3.794600
OOA Get up and Go 35g,18.390000
OOA Golden Oats Calium Folate 35g,13.392900
OOA Golden Oats Plus Choco 35g,13.392900
OOA Golden Oats Vit. A Iron Lysin 35g,12.940000
IND Quaker FIO Banana & Honey 200g,38.125000
Quaker FIO Banana & Honey 33g,8.482108
OOA Quaker Qck C/Oats Foil 200g,25.890000
OOA Quaker Twinkles Chocolate 35g,10.270000
OOA Quaker Twinkles Fruit 35g,10.270000
OOA Quaker Instant Oats Foil 400g,48.660000
OOA Quaker Qck C/Oats Foil 400g,46.860000
OOA Cheez Whiz Pimiento 15g,5.348200
OOA Cheez Whiz Plain 15g,5.348200
Cheez Whiz Plain 115g,35.045000
Lady's Choice Sandwich Spread 220mL,62.756714
Lady's Choice Chicken Spread 15mL,34.450000
OOA Mag Cheezee Spread Plain 120g,40.130000
Mag Cheezee Spread Plain 15g,42.680000
Mag Cheezee Squeeze Plain 235g,57.699494
OOA Mag Cheezee Squeeze Pimiento 120g,32.140000
OOA Tang Strawberry 25g,14.464300
OOA Norstar Eggs M 12s,83.930000
OOA Norstar Eggs XL 6s,54.460000
OOA DOLE FBowls Diced Peaches,23.705400
OOA DOLE FBowls Mixed Fruits,23.705400
OOA DOLE FBowls Mandarin Orange (LS),23.705400
OOA Dona Maria Brown Rice 1kg,83.040000
OOA Dona Maria Brown Rice 300g,26.570000
OOA Dona Maria Jasponica Rice 1kg,83.040000
OOA Dona Maria Jasponica Rice 300g,26.570000
OOA Selecta IH 3in1 Choco-Ube-Choco Penut 1L,72.321400
OOA Selecta Oreo Coffee Almond Cookies 1.3L,178.979500
SEL Hershey's Caramel Kiss 1.3L,227.276800
OOA Selecta Cornetto Disc Caramel Shake120mL,18.996400
OOA Selecta Cornetto TiraMissyou 110mL,14.609000
OOA SEL Cornetto Chocolate Disc 120mL,19.720000
OOA Selecta Sup Choco Hazelnut Brownie 750mL,91.321400
OOA Selecta Sup Choco Hazelnut Brownie 1.5L,178.982100
OOA Selecta Sup Ube Cake 750mL,91.321400
OOA Selecta Sup Ube Cake 1.5L,178.982100
OOA Selecta Sup Sans Rival 750mL,91.321400
OOA Selecta Sup Sans Rival 1.5L,178.982100
OOA Selecta IH Dsup Chb-Sr 750mL,87.661600
OOA Selecta IH Dsup Chb-Sr 1.5L,175.323200
OOA Selecta OOH Ice Cream Sans Rival 70mL,7.304500
OOA Selecta OOH Ice Cream Ube Cake 70mL,7.304500
SEL Magnum Whte AlmndAmber 80mL KVI,44.640924
OOA Selecta IH Classic White Coffee 1.5L,160.714300
OOA Selecta IH Classic 2in1 Choc+Whcof 1.5L,160.714300
OOA Selecta IH Classic 2in1 Choc+Whcof 750mL,80.357100
OOA SEL Buco Delights Leche Flan 65mL,9.498200
OOA SEL Buco Delights Ube 65mL,9.498200
OOA SEL ICS Quezo Real 70mL,7.250000
OOA SEL Sup Quezo Pastillas 1.5L,178.982100
OOA SEL Sup Quezo Pastillas 750mL,91.321400
SEL Sup Choco Mallow Grahams 1.5L,-1.000000
OOA SEL Sup Choco Mallow Grahams 750mL,91.321400
OOA SEL Sup Ube Langkasuy 1.5L,178.982100
OOA SEL Sup Ube Langkasuy 750mL,87.661600
SEL DSup QuezoPas&Sansrival 1.5L,-1.000000
OOA SEL DSup QuezoPas&Sansrival 750mL,91.321400
OOA SEL DSup ChocMalw&QuezoPas 1.5L,178.982100
OOA SEL DSup ChocMalw&QuezoPas 750mL,91.321400
OOA SEL Magnum Tiramisu 80mL,43.834800
OOA SEL Magnum Crème Brulee 80mL,43.834800
OOA SEL 3in1+1 ChocMangoUbeKesoLangka 1.5L,108.843800
OOA SEL SupThick 2in1 Dulce+Ube 1.5L,160.714300
OOA SEL SupThick 2in 1 Dulce+Ube 750mL,80.357100
OOA SEL ICS ChocMallowGraham 70mL,7.304500
OOA SEL Cornetto Mango Tango 110mL,14.608900
OOA SEL Magnum Infinity Raspberry 80mL,43.834800
OOA SEL Magnum Infinity Caramel 80mL,43.834800
SEL IH Double Dutch 475mL,79.544575
SEL IH Coffee Crumble 475mL,80.357100
SEL IH Rocky Road 475mL,79.634855
SEL IH Pistachio & Cashew 475mL,80.357100
SEL IH Cookies & Cream 475mL,80.357100
OOA SEL SUP Mango Sansrival 1.5L,178.982100
OOA SEL SUP Mango Sansrival 0.75L,87.661600
SEL SUP Black Forest 1.5L,198.866000
SEL SUP Black Forest 0.75L,104.705300
OOA SEL SUP Butterscotch Salted Caramel 1.5L,178.982100
OOA SEL SUP Butterscotch Salted Caramel 0.75L,87.661600
OOA SEL DSUP Mango Sansrival-Butterscotch Salted Caramel 1.5L,178.982000
OOA SEL DSUP Mango Sansrival-Butterscotch Salted Caramel 0.75L,87.661600
SEL IH 2in1 Choco-Ube 0.75L,57.696400
SEL IH 2in1 Choco-Keso 0.75L,57.696400
OOA SEL IH 3in1 Choco-Ube-Pandan 1L,72.321400
OOA SEL ICS Butterscotch Salted Caramel 70mL,7.304500
OOA SEL Cornetto Disc Red Velvet 120mL,19.723200
OOA SEL Magnum Mini Classic & White Almond 45mLx6,146.105400
SEL Cornetto Cookies & Dream 110mL,16.232000
SEL COB Hershey's Milk Almonds 1.3L,227.276800
OOA SEL COB Hershey's Milk Almonds 0.9L,142.449100
SEL COB Hershey's Milk Almonds 0.475L,121.750000
SEL COB Hershey's Reeses 1.3L,219.152000
OOA SEL COB Hershey's Reeses 0.9L,142.449100
SEL COB Hershey's Reeses 0.475L,117.696000
OOA SEL COB Hershey's Caramel Kisses 0.9L,142.449100
SEL COB Hershey's Caramel Kisses 0.475L,117.696000
OOA SEL COB Oreo Cookies & Cream 0.9L,142.449100
OOA SEL COB Oreo Cookies & Cream 0.475L,105.926800
SEL Ice Cream Sandwich Vanilla & Chocoate 80mL,16.232000
OOA SEL Cornetto Latte 110mL,14.616100
OOA SEL Super Thick Macapuno 1.3L,160.714300
OOA SEL Super Thick 2 in 1 Macapuno & Ube Royale 1.3L,160.714300
OOA SEL Super Thick 2 in 1 Macapuno & Ube Royale 750mL,80.357100
OOA Selecta Supreme Buco Pie Con Leche 1.5L,178.982100
OOA Selecta Supreme Buco Pie Con Leche 750mL,91.320000
OOA Selecta Supreme Sapin Sapin 1.5L,178.982100
OOA Selecta Supreme Sapin Sapin 750mL,91.320000
OOA Selecta Supreme Choco Chip Cookie Dough 1.5L,178.982100
OOA Selecta Supreme Choco Chip Cookie Dough 750mL,91.320000
OOA Selecta Double Supreme Buco Pie Con Leche-Choc Chip Cookie 1.5L,178.982100
OOA Selecta Supreme Buco Pie Con Leche-Choc Chip Cookie 750mL,91.320000
OOA Selecta Supreme Buco Pie Con Leche-Quezo Real 1.5L,178.982100
OOA Selecta Supreme Buco Pie Con Leche-Quezo Real 750mL,91.320000
OOA Selecta Birthday 3in1+1 Choco-Pandan_Ube Pastillas-Leche Flan 1.5L,108.883900
OOA Selecta Birthday 3in1+1 Choco-Mango_UbeLecheFlan-BucoSalad 1.5L,108.883900
OOA Selecta Ice Cream Stick Buco Pie Con Leche 70mL,7.312500
OOA Selecta Magnum Red Velvet 80mL,43.840000
OOA Selecta Cornetto Disc Reese's 120mL,21.913300
SEL Carte D'OR Dbl Choc 475ML,239.464000
SEL Carte D'OR Salted Caramel 475ML,215.520000
SEL Carte D'OR Pistachio 475ML,248.380000
Creamy Delight Reg Strawberry,13.036013
Creamy Delight Fruit Salad,12.810943
CreamyDelight ThickNCrmyStrw KVI,20.265852
Creamy Delight Reg Mango,13.027949
Creamy Delight Reg Thick and Cream Mango,20.268000
CreamyDelight Vanilla 100g KVI,30.686232
CreamyDelight MixdBrries 100g KVI,30.688679
OOA Selecta IH SUP Avocado Crumble 750mL,91.325900
OOA Selecta IH SUP Avocado Crumble 1.5L,178.995500
OOA Selecta IH SUP Brazo de Mrcdes 750mL,91.325900
OOA Selecta IH SUP Brazo de Mrcdes 1.5L,178.995500
OOA Selecta IH SUP Choco Mudpie 750mL,91.325900
OOA Selecta IH SUP Choco Mudpie 1.5L,179.000000
OOA Selecta IH SUP AC-BDM 750mL,91.325900
OOA Selecta IH SUP AC-BDM 1.5L,178.995500
SEL IH COB Whoopers New 1.3L,227.276800
SEL IH COB Whoopers New 475mL,117.679000
SEL IH COB Heath New 1.3L,227.276800
SEL IH COB Heath New 475mL,121.750000
OOA Selecta IH 3n1 Chc Mng Float Buco 1L,72.321400
SEL Cornetto POOH Rocky Road 110mL,16.232000
SEL IH SUP QR 1X475ML,80.357100
SEL IH SUP BS 1X475ML,80.357100
OOA Magnum Hazelnut Luxe 24x80ml,43.834800
OOA Selecta IH SUP Yema Cke Con Qzo1X1.5L,178.979500
OOA Selecta IH SUP Yema Cke Con Qzo1X0.75L,91.317900
OOA Selecta IH Triple Choc Cake1X1.5L,178.979500
OOA Selecta IH Triple Choc Cake1X0.75L,91.317900
OOA Selecta IH SUP Halohalo1x1.5L,178.979500
OOA Selecta IH SUP Halohalo1x0.75L,91.317900
OOA Selecta IH 3+1 C&C-CM-UBE-PAN 1X1.5L,108.843800
OOA SEL IH Pistacho/DoubleDutch1X1.3L,178.979500
**SEL IH PistchoDbleDutch 750ML,104.705000
SEL IH QzoRL/BucoSalad1X1.5L,198.866000
**SEL IH QzoRLBucoSlad 750ML,104.705000
SEL IH CfeCrmble/C&C1X1.5L,198.866000
**SEL IH CfeCrmbleCkiesCrm 750ML,104.705000
IND Zott Zottis Fruit Peach 100g,19.145579
IND Zott Zottis Fruit Strawberry 100g,19.298532
IND Zott Zottis Fruit Berries 100g,16.642800
SEL Cornetto Halo-Halo 110mL,16.232000
SEL IH COB Hersheys C&C 475mL,121.750000
SEL IH COB Hersheys C&Choco 475mL,117.696000
SEL IH COB Hersheys C&C 1.3L,219.152000
SEL IH COB Hersheys C&Choco 1.3mL,219.152000
OOA Selecta IH CLSC Avocado 1.3L,168.030000
**SEL IH SUPPistchioNCshew 750mL,104.705300
OOA Sel IH SUP Pistachio N Cashew 1.3L,178.979500
Sel IH DSUP Pistachio/DD 1.3L,198.866000
IND Monte Top Cup Chocolate Dessert 70g B1T1,25.893000
Sel Cornetto Disc Nutty Chocolate 115mL,18.265200
Sel Cornetto Disc White Choco C&C 115mL,18.265200
Sel Cornetto Disc Matcha Cookie 115mL,18.265200
OOA Sel IH 3in1 CCC-Mocha-Ube 1L,72.321400
OOA Sel IH Sup Ube Salted Egg 1.3L,178.980000
OOA Sel IH Sup Ube Salted Egg 750mL,98.620000
OOA Sel IH Sup Choco Hazelnut 1.3L,178.980000
OOA Sel IH Sup Choco Hazelnut 750mL,98.620000
OOA Sel IH Sup Buco Pandan 1.3L,178.980000
OOA Sel IH Sup Buco Pandan 750mL,98.620000
IND Milkman Yogurt Drink 100mL - Orig,6.250000
IND Milkman Yogurt Drink 100mL - Strawberry,6.250000
OOA Monte Snack Sponge Cake,24.330400
SEL Cornetto Pooh Ube Keso 110ml,16.232000
SEL Ooh Mango Slice Stick 60ml,12.179000
SEL IH Sup Avocado Buco 1.3L,198.866000
SEL IH Sup Tablea Choco 1.3L,198.866000
SEL IH Sup Peach Mango Pie 1.3L,198.866000
SEL IH Sup Avocado Buco 475mL,80.357000
SEL IH Sup Tablea Choco 475mL,80.357000
SEL IH Sup Peach Mango Pie 475mL,80.357000
SEL Sup Ube Keso 1.5L,198.866000
SEL Sup Ube Keso .75L,103.779000
SEL Sup Ube Keso 475mL,80.357100
SEL IH Sup Mgc 475mL,80.357100
SEL IH Sup BF 475mL,80.357100
SEL IH Sup 3in1 Chc Mng Float Buco 1L,80.357000
SEL 3in1 Chocnut-Ube-Pandan 1L,80.357000
SEL IH 3+1 Choc-Pan-Ube-MF 1.5L,120.938000
SEL IH 3+1 Buco-Mang-Ube-CB 1.5L,120.938000
SEL IH 3+1 Choc-Keso-Ube-BS 1.5L,120.938000
FU Greek Style Yogurt Vanilla 130g,66.964000
FU Greek Style Yogurt Honey 130g,66.964000
FU Greek Style Yogurt Strawberry 130g,66.964000
FU Greek Style Yogurt Mango130g,66.964000
Bulla Lite 'N Yoghurt Plain 110g,41.964000
Bulla Lite 'N Yoghurt Strawberry 110g,41.964000
Bulla Lite 'N Yoghurt Blueberry 110g,41.964000
Bulla Lite 'N Yoghurt GoldenKiwi 110g,41.964000
Bulla Lite 'N Yoghurt Red Apple 110g,41.964000
Bulla Lite 'N Yoghurt Cherry 110g,41.964000
FU Greek Style Yogurt Vanilla 90g,31.250000
FU Greek Style Yogurt Strawberry 90g,31.250000
FU Greek Style Yogurt Mango90g,31.250000
FU Greek Style Yogurt Honey90g,31.250000
OOA SEL Cornetto Halo-Halo B3T1,39.107000
IND Mikku Yogurt Drink Original 300ml,22.321000
IND Mikku Yogurt Drink Orange 300ml,22.321000
IND Mikku Yogurt Drink Grape 300ml,22.321000
SEL Magnum Macadamia 80ml,48.705000
SEL IH SUP Matcha CNC 1.3L,198.866000
SEL IH SUP Ube Langka Chescke 1.3L,198.866000
SEL IH SUP CHOC Toffee CRNCH 1.3L,198.866000
SEL 3in1 CHOCO-LCU-UBE 1.L,80.357100
SEL IH CLSC Langka 1.3L,186.696000
SEL IH CLSC Buco Melon 1.3L,186.696000
SEL IH CLSC Avocado 1.3L,186.696000
SEL IH SUP Matcha CNC 475ml,80.357100
SEL IH SUP Ube Langka Chescke 475ml,80.357100
SEL IH SUP CHOC Toffee CRNCH 475ml,80.357100
SEL IH SUP Matcha CNC 750ml,109.580000
SEL IH SUP Ube Langka Chescke 750ml,109.580000
SEL IH SUP  Choc Toffee Crunch 750ml,109.580000
SEL Cups Ube 100ml,12.188000
SEL Cups Choco 100ml,12.188000
SEL Cornetto Disc Milktea 115ml,20.295000
SEL Cornetto Blck Choco Cookie 115ml,20.295000
SEL IH COB Hersheys Fdge 1.3L,219.150000
SEL IH COB Hersheys Fdge 475mL,121.750000
SEL Cornetto Chocolate 100mL UP,16.230000
SEL Cornetto Vanilla 110mL ADU,16.230000
SEL Cornetto POOH Rocky Road 110mL UE,16.230000
SEL Cornetto Cookies & Dream 110mL NU,16.230000
SEL Cornetto Pooh Ube Keso 110ml  FEU,16.230000
Sel Cornetto Disc Matcha Cookie 115mL DLSU,18.270000
Sel Cornetto Disc Nutty Chocolate 115mL UST,18.270000
SEL Cornetto Disc White Choco C&C 115mL  ADMU,18.270000
SEL Ooh Melon Stick 65mL,28.437500
SEL Walls Stick Olaf 84mL,28.392900
SEL Ooh Vanilla Mochi 30mL,28.437500
SEL Cornetto Roy Unicornetto 85g,28.437500
SEL Corntto Banana Split 110mL,16.232100
SEL IH ChcHazelnut Truffle 750mL,112.821400
SEL CocontMngo Mochi 750mL,112.821400
SEL IH BananaGrahm Crunch 750mL,112.821400
SEL IH ChocoAlmond Fudge 1.4L,198.866100
SEL IH ChocoAlmond Fudge 750mL,104.705400
SEL IH ChocoAlmond Fudge 475mL,80.357100
SEL IH ChocoHazelnut Truffle 1.3L,198.866100
SEL IH CocontMngo Mochi 1.3L,198.866100
SEL IH BananaGrahm Crunch 1.3L,198.866100
SEL 3in1 Choco Keso Ube 1L,72.320000
OOA Selecta 3in1 Choco Mango Ube 1L,72.321400
OOA Selecta 3in1 Choco Ube Buco,72.321400
OOA Selecta 3in1+1 Choco Marble 1.5L,108.848200
SEL 3in1+1 Double Dutch 1.5L,142.054000
OOA Selecta 3in1+1 Leche Flan 1.5L,108.848200
OOA Selecta 3in1+1 Red Bean 1.5L,125.169600
OOA Selecta Choco Toffee Crunch 1.5L,175.321400
OOA Selecta Choco Toffee Crunch 750mL,87.660000
Selecta Classic Super Chocolate 1.5L,-1.000000
SEL Classic Vanilla 1.5L,160.714300
**SEL CkiesNCrm 750mL,104.705000
SEL Corneto Ubebe,16.232000
SEL Cornetto Chocolate KVI,16.232000
