itemCode,itemDescription,averageCost,supplier,assortmentType
01120030003289,SM Spicy Fried Chicken w/ unli rice 1pc,35.411470,LAWSON,In assortment
01120030003290,QB Spicy Fried Chicken 1pc,32.573546,LAWSON,In assortment
01120030003291,QB Spicy Fried Chicken w/ unli rice 1pc,38.965646,LAWSON,In assortment
01120030003415,Chicken Katsu Mozza Mayo w/ Unli Rice Less P5,26.035000,LAWSON,In assortment
01120030003416,Chicken Nuggets with Unli Rice Less P5,25.588530,LAWSON,In assortment
01120030003417,Crispy Burger w/ Unli Rice Less P5,22.999200,LAWSON,In assortment
01120030003418,Fried Chicken 1pc w/ Unli Rice less P5,38.291600,LAWSON,In assortment
01120030003419,Spicy Fried Chicken w/ Unli Rice Less P5,39.537635,LAWSON,In assortment
01120030003440,Crispy Empanada Chicken Curry P29,15.625000,LAWSON,In assortment
01120030003441,Crispy Empanada Pork Giniling P29,15.625000,LAWSON,In assortment
01120030003445,UBE TURON P20,10.044600,NICELINE FOOD CHAIN,In assortment
01120030003449,Chicken Katsu Cheesy Bacon,19.642900,LAWSON,In assortment
01120030003450,Chicken Katsu Cheesy Bacon w/ UnliRice,25.235829,LAWSON,In assortment
01120030003454,Hotdog Sandwich 12IN w/16oz Iced Tea & Cheezee,24.061758,LAWSON,In assortment
01120030003455,Fried Hotdog 12IN,10.034379,LAWSON,In assortment
01120030003456,Fried Hotdog 12IN with UnliRice,16.426479,LAWSON,In assortment
01120030003525,PF Hotdog 12IN 1pc Disposal,10.034379,LAWSON,In assortment
01120030003576,S&W WHOLE CORN KERNEL 250g RM,0.105881,Marina Sales Inc.,Raw material
01120030003583,VR FRIED CHICKEN 1PC,26.004434,LAWSON,In assortment
01120030003584,VR FRIED CHICKEN 1PC W/ UNLI RICE,31.619469,LAWSON,In assortment
01120030003585,VR SPICY FRIED CHICKEN 1PC,26.676160,LAWSON,In assortment
01120030003586,VR SPICY FRIED CHICKEN 1PC  W/ UNLI RICE,32.291194,LAWSON,In assortment
01120030003587,VR 2 Fried Chicken w/ Unlirice,57.688918,LAWSON,In assortment
01120030003592,FRIED CHICKEN 1PC WITH SMOKEY SOY & UNLI RICE VR,39.825700,LAWSON,In assortment
01120030003593,FRIED CHICKEN 1PC WITH SWEET ZESTY GLAZE & UNLI VR,41.772100,LAWSON,In assortment
01120030003626,6 F CHCKN W/ RICE & 3 NSTL LMON 12OZ(QB),246.890000,LAWSON,In assortment
01120030003627,6 F CHCKN W/ RICE & 3 NSTL PINK 12OZ(QB),246.890000,LAWSON,In assortment
01120030003628,6 F CHCKN W/ RCE & 3 NSTL CCUM 12OZ(QB),246.890000,LAWSON,In assortment
01120030003629,6 F CHCKN W/ RCE & 3NSTL GYABNO 12OZ(QB),247.360000,LAWSON,In assortment
01120030003637,6 F CHCKN W/ RICE & 3 NSTL PINK 12OZ(VR),214.090000,LAWSON,In assortment
01120030003638,6 F CHCKN W/ RICE & 3 NSTL CCUM 12OZ(VR),214.090000,LAWSON,In assortment
01120030003639,6 F CHCKEN W/ RICE & 3 NSTL GUYAB(VR),198.349500,LAWSON,In assortment
01120030003640,VR 6pcs Fried Chicken Party Pack,133.930000,LAWSON,In assortment
01120030003643,2 FRIED HOTDOG CHEESE W/ 2 NESTLE GUYABANO 12OZ,42.190000,LAWSON,In assortment
01120030003647,2 HOTDOG SANDWICH CHEESE W/ 2 NESTLE GUYABANO 12OZ,47.420000,LAWSON,In assortment
01120030003648,6 F CHICKEN W/ RICE & 3 LMON 12OZ (VR),203.680278,LAWSON,In assortment
01120030003650,2 F CHCKN&UNLI RCE W/NSTL CCUM 12OZ(QB),78.670000,LAWSON,In assortment
01120030003651,2 F CHICKEN & UNLI RICE W/ NSTL CCM(SM),74.471200,LAWSON,In assortment
01120030003652,2 F CHCKEN & UNLI RICE W/ NSTL CCUM(VR),60.150000,LAWSON,In assortment
01120030003654,2 Fried hotdog Classic w/ 2 Guyabano12oz,42.190000,LAWSON,In assortment
01120030003656,2 HOTDOG SANDWICH CLASSIC W/ 2 GUYABANO 12OZ,47.420000,LAWSON,In assortment
01120030003660,CHICKEN KATSU MOZZA MAYO W/ UNLI RICE (W),35.856300,LAWSON,Out of assortment
01120030003663,CHICKEN KATSU CHEESY BACON W/ UNLI RICE (W),35.856400,LAWSON,Out of assortment
01120030003665,CHICKEN NUGGET W/ UNLI RICE (W),35.856600,LAWSON,In assortment
01120030003669,FRIED CHICKEN 1PC W/ UNLI RICE (W),45.513500,LAWSON,In assortment
01120030003672,SPICY FRIED CHICKEN 1PC W/ UNLI RICE (W),46.185200,LAWSON,In assortment
01120030003676,SHANGHAI ROLL 3PCS W/ UNLI RICE (W),36.525900,LAWSON,In assortment
01120030003709,Home Style Chicken w UnliRice & Iced Tea 16oz,58.085813,LAWSON,In assortment
01120030003714,Garlic & Herb chicken w/ unli Rice,56.392100,LAWSON,In assortment
01120030003716,Garlic & Herb chic w/Unlirice/Cucumber16oz,65.389479,LAWSON,In assortment
01120030003717,Garlic & Herb chic w/Unlirice/pinklemonade16oz,65.537507,LAWSON,In assortment
01120030003718,Garlic & Herb chic w/Unlirice/Lemonade16oz,66.053795,LAWSON,In assortment
01120030003721,Garlic & Herb chic w/Unlirice/Guyabano16oz,65.878907,LAWSON,In assortment
01120030003737,DSR S&W Whole Corn Kernel 1g,0.114600,LAWSON,Raw material
01120030003738,DSF VR Fried Chicken 1pc,26.004434,LAWSON,In assortment
01120030004081,Red Bean Pao,10.714200,LAWSON,In assortment
01120030004082,Ube Pao,10.714200,LAWSON,In assortment
01120030004111,B1T1 Fried Footlong,20.068758,LAWSON,In assortment
01120030004213,BACON WITH UNLI RICE,19.454284,LAWSON,In assortment
01120030004215,1 Bacon Strip,3.459812,LAWSON,In assortment
01120030004216,2 Bacon Strips,6.919625,LAWSON,In assortment
01120030004217,3 Bacon Strips,10.379437,LAWSON,In assortment
01120030004218,BACON WITH EGG UNLI RICE,26.061384,LAWSON,In assortment
01120030004295,Breaded Pork with Unli Rice,41.324398,LAWSON,In assortment
01120030004296,Breaded Pork & Unli Rice with Iced Tea 16oz,49.157176,LAWSON,In assortment
01120030004305,Add-on 1pc Egg,7.000000,LAWSON,In assortment
01120030004403,PR FRIED CHICKEN 1PC W/ UNLI RICE VR,33.253512,LAWSON,Out of assortment
01120030004404,PR SPICY FRIED CHICKEN 1PC  W/ UNLI RICE VR,33.922468,LAWSON,Out of assortment
01120030004405,PR Fried Chicken (1pc) w/ Unli Rice SM,36.200700,LAWSON,Out of assortment
01120030004406,PRSpicy FriedChicken w/unli rice (1pc)SM,36.872400,LAWSON,Out of assortment
01120030004407,PR Fried Chicken 1pc w/ Unli Rice QB,37.093700,LAWSON,Out of assortment
01120030004408,PR Spicy Fried Chicken w/ unli rice 1pc QB,37.765400,LAWSON,Out of assortment
01120030004426,PR Garlic & Herb with unli rice 2 for 159,112.784200,LAWSON,In assortment
01120030004518,TB Chicken Meal with True Brew 16oz,64.636575,LAWSON,In assortment
01120030004534,Garlic rice (ala carte),9.977514,LAWSON,In assortment
01120030004541,Fried Hotdog 12" w Unli Garlic Rice,20.048900,LAWSON,In assortment
01120030004542,Shanghai Rolls 3pcs w Unli Garlic Rice,40.148400,LAWSON,In assortment
01120030004543,X-Bacon w/ Egg w Unli Garlic Rice,28.729353,LAWSON,In assortment
01120030004544,Karaage 4pcs w Unli Garlic Rice,40.854201,LAWSON,In assortment
01120030004545,Crispy Burger w Unli Garlic Rice,26.979568,LAWSON,In assortment
01120030004546,Breaded Pork w Unli Garlic Rice,45.730017,LAWSON,In assortment
01120030004547,Breaded Pork & Unli Garlic Rice w Iced Tea 16oz,53.537527,LAWSON,In assortment
01120030004548,Bacon w/ Unli Garlic Rice,24.237953,LAWSON,In assortment
01120030004549,German Franks 8" w Unli Garlic Rice,42.968942,LAWSON,In assortment
01120030004552,SM Spicy Fried Chicken w Unli Garlic Rice,39.793704,LAWSON,In assortment
01120030004555,Home Style Chicken w Unli Garlic Rice w N Pink Lemonade 16oz,63.215400,LAWSON,In assortment
01120030004556,Home Style Chicken w Unli Garlic Rice w N Guyabano 16oz,63.691600,LAWSON,In assortment
01120030004557,Home Style Chicken w Uni Garlic Rice,54.658616,LAWSON,In assortment
01120030004558,Home Style Chicken w Unli Garlic Rice w N Lemonade 16oz,63.215400,LAWSON,In assortment
01120030004559,Home Style Chicken w Unli Garlic Rice w N Cucumber 16oz,63.691400,LAWSON,In assortment
01120030004560,Chicken Katsu Cheesy Bacon w Unli Garlic Rice,29.659986,LAWSON,In assortment
01120030004566,VR Fried Chicken w Unli Garlic Rice,36.876100,LAWSON,In assortment
01120030004570,VR 2 Fried Chicken w Unli Garlic Rice,36.876200,LAWSON,In assortment
01120030004575,Chicken Katsu Mozza Mayo w Unli Garlic Rice,29.657500,LAWSON,In assortment
01120030004576,Chicken Nuggets w Unli Garlic Rice,29.211000,LAWSON,In assortment
01120030004602,Add-on Extra Plain Rice(N.I),22.321000,LAWSON,In assortment
01120030004607,Add-on Extra Plain Rice(S.C),22.321000,LAWSON,In assortment
01120030004623,Pizza Hot Pocket P35,19.196400,LAWSON,In assortment
01120030004624,Tuna Hot Pocket P35,17.857100,LAWSON,In assortment
01120030004706,Spam Luncheon Meat 340gx12 RM,0.424487,San Miguel Foods Inc. - GFS,Raw material
01120030004707,X-1pc Spam with Unli Rice(SC),6.048657,LAWSON,In assortment
01120030004708,X-2pc Spam with Unli Rice,39.647300,LAWSON,Out of assortment
01120030004709,X-2pcs Spam with Unli Rice (SC),6.448814,LAWSON,In assortment
01120030004710,1pc Spam with Unli Rice&Egg(SC),12.044161,LAWSON,In assortment
01120030004711,2pcs Spam with Unli Rice&Egg(SC),12.448814,LAWSON,In assortment
01120030004712,Add-on 1 pc Spam,16.035845,LAWSON,In assortment
01120030004719,1pc Spam with Unli Rice,21.650880,LAWSON,In assortment
01120030004720,2pcs Spam with Unli Rice,37.687150,LAWSON,In assortment
01120030004721,1pc Spam with Unli Rice&Egg,28.650880,LAWSON,In assortment
01120030004722,2pcs Spam with Unli Rice&Egg,44.687150,LAWSON,In assortment
01120030004736,1PC SPAM WITH UNLI GARLIC RICE&EGG(SC),26.480000,LAWSON,In assortment
01120030004737,2pcs Spam with Unli Garlic Rice&Egg(SC),41.310000,LAWSON,In assortment
01120030004742,2pcs Spam with Unli Garlic Rice (SC),35.310000,LAWSON,In assortment
01120030004744,PR Bola Bola Siopao Large E SAVE P2,25.053600,LAWSON,Out of assortment
01120030004745,PR Bola Bola Siopao Large W,25.450000,LAWSON,In assortment
01120030004746,PR Asado Siopao Large E SAVE P2,25.892800,LAWSON,Out of assortment
01120030004747,PR ASADO SIOPAO LARGE W,25.450000,LAWSON,In assortment
01120030004748,PR CHICKEN TERIYAKI SIOPAO  W,26.785699,LAWSON,In assortment
01120030004753,PR Ube Pao Free,10.714200,LAWSON,In assortment
01120030004754,PR Red Bean Pao Free,10.714200,LAWSON,In assortment
01120030004755,PR Ube Turon Free,1.004460,LAWSON,In assortment
01120030004763,Unlimited Rice (S.C),5.648500,LAWSON,In assortment
01120030004780,Fried Chicken1pc w/ Unli Rice  SM / SC,35.628700,LAWSON,In assortment
01120030004782,VR FRIED CHICKEN 1PC W/ UNLI GARLIC RICE NI,35.981950,LAWSON,In assortment
01120030004785,VR SPICY FRIED CHICKEN 1PC  W/ UNLI GARLIC RICE NI,36.676433,LAWSON,In assortment
01120030004786,VR 2 FRIED CHICKEN W/ UNLIMITED GARLIC RICE NI,62.009134,LAWSON,In assortment
01120030004792,SM Fried Chicken 1pc w/ Unli Garlic Rice NI,39.105800,LAWSON,In assortment
01120030004794,SM Spicy Fried Chicken w/ Unli Garlic Rice 1pc NI,39.777500,LAWSON,In assortment
01120030004836,1pc Spam with Unli Garlic Rice,27.114000,LAWSON,In assortment
01120030004837,1PC SPAM WITH UNLI GARLIC RICE&EGG,33.013321,LAWSON,In assortment
01120030004838,Bacon w/ Unli Garlic Rice&Egg,29.398500,LAWSON,In assortment
01120030004841,Breaded Pork & Unli Garlic Rice w Iced Tea 16oz(NI),49.104600,LAWSON,In assortment
01120030004842,Chicken Katsu Cheesy Bacon w Unli Garlic Rice(NI),29.657500,LAWSON,In assortment
01120030004843,Chicken Katsu Mozza Mayo w Unli Garlic Rice(NI),29.620414,LAWSON,In assortment
01120030004844,Chicken Nuggets w Unli Garlic Rice(NI),29.211000,LAWSON,In assortment
01120030004845,Crispy Burger w Unli Garlic Rice(NI),26.621700,LAWSON,In assortment
01120030004846,QB Fried Chicken w Unli Garlic Rice NI,37.738100,LAWSON,In assortment
01120030004847,German Franks 8" w Unli Garlic Rice(NI),42.967700,LAWSON,In assortment
01120030004848,Home Style Chicken w Uni Garlic Rice(NI),54.657400,LAWSON,In assortment
01120030004849,Home Style Chicken w Unli Garlic Rice w N Cucumber 16oz NI,63.691400,LAWSON,In assortment
01120030004850,Home Style Chicken w Unli Garlic Rice w N Lemonade 16oz NI,63.215400,LAWSON,In assortment
01120030004851,Home Style Chicken w Unli Garlic Rice w N Pink Lemonade NI 16oz,63.215400,LAWSON,In assortment
01120030004852,Karaage 4pcs w Unli Garlic Rice NI,40.853000,LAWSON,In assortment
01120030004853,Shanghai Rolls 3pcs w Unli Garlic Rice NI,69.227214,LAWSON,In assortment
01120030004857,2pcs Spam with Unli Garlic Rice,42.049130,LAWSON,In assortment
01120030004858,2pcs Spam with Unli Garlic Rice&Egg,49.049555,LAWSON,In assortment
01120030004875,SM 2 Fried Chicken w/ Unlimited Rice,64.546412,LAWSON,In assortment
01120030004934,DSF Spam 1pc,15.802307,LAWSON,In assortment
01120030005015,VR 10pcs Fried Chicken Party Pack,260.044340,LAWSON,In assortment
01120030005022,Chicken Inasal with Unli Rice,59.186434,LAWSON,In assortment
01120030005023,Chicken Inasal with Unli Garlic Rice,63.572131,LAWSON,In assortment
01120030005037,Add-on Garlic Rice Karinderia,10.758200,LAWSON,In assortment
01120030005039,DSF Chicken Inasal 1pc,53.571400,LAWSON,In assortment
01120030005064,Chicken Karaage Rice Bowl with Gravy,51.790541,LAWSON,In assortment
01120030005066,Chicken Karaage Rice Bowl with Toyomansi,51.790541,LAWSON,In assortment
01120030005069,Chicken Karaage Rice Bowl with BBQ Sauce,51.790541,LAWSON,In assortment
01120030005301,1pc Pork Katsu with Unli Rice,20.542656,LAWSON,In assortment
01120030005302,2pcs Pork Katsu with Unli Rice,35.470278,LAWSON,In assortment
01120030005303,1pc Pork Katsu with UnliGarlic Rice,24.905136,LAWSON,In assortment
01120030005304,2pcs Pork Katsu with UnliGarlic Rice,39.832759,LAWSON,In assortment
01120030005315,DSF Pork Katsu 1pc,14.927622,LAWSON,In assortment
01120030005354,PR Guru Guru P48,25.000000,LAWSON,Out of assortment
01120030005355,PR 4pcs Shanghai Roll with Unli Rice,31.967400,LAWSON,Out of assortment
01120030005359,1pc Longganisa with Unli Rice,13.201818,LAWSON,In assortment
01120030005360,2pcs Longganisa with Unli Rice,20.788602,LAWSON,In assortment
01120030005363,1pc Longganisa with Unli Garlic Rice,17.564298,LAWSON,In assortment
01120030005364,2pcs Longganisa with Unli Garlic Rice,25.151083,LAWSON,In assortment
01120030005368,Superbowl Siomai Plain Rice,40.974600,LAWSON,In assortment
01120030005369,Superbowl Siomai Garlic Rice,45.447800,LAWSON,In assortment
01120030005371,Superbowl Sharksfin Garlic Rice,45.447800,LAWSON,In assortment
01120030005372,Superbowl Sharksfin Plain Rice,40.974600,LAWSON,In assortment
01120030005382,1pc Longganisa with Egg and Unli Rice,20.201818,LAWSON,In assortment
01120030005383,2pcs Longganisa with Egg and Unli Rice,27.788602,LAWSON,In assortment
01120030005384,1pc Longganisa w/Egg&UnliGarlicRice,24.565970,LAWSON,In assortment
01120030005385,2pcs Longganisa w/Egg&UnliGarlicRice,32.151083,LAWSON,In assortment
01120030005399,DSF Longganisa 1pc,7.586784,LAWSON,In assortment
01120030005407,2pcs Longga w/ Egg & Garlic Rice & TB Americano 8oz,37.191700,LAWSON,In assortment
01120030005461,Spicy Tuna Siopao Large E,23.214300,EST Dimsum Inc.,In assortment
01120060000004,Unlimited Rice,5.540346,LAWSON,In assortment
01120060000006,QB Fried Chicken 1pc,31.901844,LAWSON,In assortment
01120060000007,TJ Fried Hotdog Classic 8in,16.417172,LAWSON,In assortment
01120060000008,TJ Fried Hotdog Cheese 8in,17.014311,LAWSON,In assortment
01120060000009,Karaage 4pcs/stick,30.838385,LAWSON,In assortment
01120060000013,Shanghai Roll 3pcs,19.749900,LAWSON,In assortment
01120060000014,Fried Sharkfin 4pcs,16.964300,EST Dimsum Inc.,In assortment
01120060000015,Fried Siomai 4pcs,16.964288,EST Dimsum Inc.,In assortment
01120060000043,Asado Siopao Large  E,25.892800,EST Dimsum Inc.,In assortment
01120060000044,Bola - Bola Siopao Large  E,25.053600,EST Dimsum Inc.,In assortment
01120060002655,DSF Cooked Rice 1g,0.039232,LAWSON,In assortment
01120060002656,DSF Shanghai Roll 1pc,6.583300,LAWSON,In assortment
01120060002657,DSF EST Fried Sharksfin 1 stick,16.964300,LAWSON,In assortment
01120060002658,DSF EST Fried Siomai 1 stick,16.964288,LAWSON,In assortment
01120060002659,DSF TJ Classic Hotdog 1pc,16.417172,LAWSON,In assortment
01120060002660,DSF TJ Cheese Hotdog 1pc,17.154000,LAWSON,In assortment
01120060002661,DSR Hotdog Bun 1pc,4.732100,LAWSON,Raw material
01120060002802,QB Fried Chicken 1 pc Disposal,30.789900,LAWSON,In assortment
01120060002896,Guru Guru,25.000000,EST Dimsum Inc.,In assortment
01130030000397,Quezo de Bola Soft Ice,13.167500,LAWSON,Out of assortment
01130030000433,Quezo de Bola & Charcoal Mix Soft Ice,13.390700,LAWSON,Out of assortment
01130030000593,Premium Chocolate Soft Ice,12.274600,LAWSON,In assortment
01130030000769,Japanese Matcha Latte 16oz,17.643586,LAWSON,In assortment
01130030000779,Red Tea Strawberry 16oz,5.551500,LAWSON,Out of assortment
01130030000782,Green Tea Apple 16oz,5.551500,LAWSON,Out of assortment
01130030000825,Soft Ice Cherry Blossom 1g Disposal,0.205357,LAWSON,Raw material
01130030000830,Milo Shake 8oz,10.378400,LAWSON,In assortment
01130030000835,DSF Milo Shake 1mL,0.240300,LAWSON,In assortment
01130030001267,DSF Matcha Latte Mix 1mL,0.309822,LAWSON,Raw material
01130030001290,Soft Ice Premuim Chocolate 1g Disposal,0.198300,LAWSON,In assortment
01130030001310,Japanese Honeydew Soft Ice,11.758443,LAWSON,In assortment
01130030001312,Soft Ice Honey Dew 1g Disposal,0.187500,LAWSON,In assortment
01130030001315,Bamboo & Honeydew Soft Serve Mix,12.497900,LAWSON,Out of assortment
01130030001424,DSF Iced Tea 1mL,0.065000,LAWSON,In assortment
01130030001475,Hongkong Style Milk Tea 16oz,13.268400,LAWSON,Out of assortment
01130030001481,Black Cone Bamboo Charcoal Soft Ice,14.330325,LAWSON,In assortment
01130030001677,Melon Shake 8oz,5.049000,LAWSON,Out of assortment
01130030001678,Melon Shake 16oz,9.968600,LAWSON,Out of assortment
01130030001679,Buco Pandan Shake 8oz,5.049100,LAWSON,Out of assortment
01130030001680,Buco Pandan Shake 16oz,9.968700,LAWSON,Out of assortment
01130030001681,Taro Shake 8oz,5.675900,LAWSON,Out of assortment
01130030001682,Taro Shake 16oz,11.206200,LAWSON,Out of assortment
01130030001690,Melon Shake Disposal 1ml,0.129500,LAWSON,In assortment
01130030001691,Buco Pandan Shake Disposal 1ml,0.100900,LAWSON,In assortment
01130030001692,Taro Shake Disposal 1ml,0.145500,LAWSON,In assortment
01130030001697,Hongkong Style drink 1ml disposal,0.232100,LAWSON,In assortment
01130030001770,DSR Matcha Powder Mix 1g,0.309823,LAWSON,Raw material
01130030001848,Nestea Straight Tea 1g Disposal,3.348200,LAWSON,Raw material
01130030001850,DSR Nestle Alegria Coffee Creamer 1g,0.197800,LAWSON,undefined**
01130030002076,Ube Soft Ice,9.501589,LAWSON,Out of assortment
01130030002077,Strawberry Soft Ice,9.372900,LAWSON,Out of assortment
01130030002079,Soft Ice Ube 1g Disposal,0.142857,LAWSON,Raw material
01130030002080,Soft Ice Strawberry 1g Disposal,0.142857,LAWSON,Raw material
